ts_code,symbol,name,area,industry,list_date
001331.SZ,001331,胜通能源,山东,供气供热,20220908
001332.SZ,001332,锡装股份,江苏,专用机械,20220920
001333.SZ,001333,光华股份,浙江,化工原料,20221208
001335.SZ,001335,信凯科技,浙江,化工原料,20250415
001336.SZ,001336,楚环科技,浙江,专用机械,20220725
001337.SZ,001337,四川黄金,四川,黄金,20230303
001338.SZ,001338,永顺泰,广东,啤酒,20221116
001339.SZ,001339,智微智能,深圳,IT设备,20220815
001356.SZ,001356,富岭股份,浙江,塑料,20250123
001358.SZ,001358,兴欣新材,浙江,化工原料,20231221
001359.SZ,001359,平安电工,湖北,矿物制品,20240328
001360.SZ,001360,南矿集团,江西,工程机械,20230410
001366.SZ,001366,播恩集团,江西,饲料,20230307
001367.SZ,001367,海森药业,浙江,化学制药,20230410
001368.SZ,001368,通达创智,福建,文教休闲,20230313
001369.SZ,001369,双欣材料,内蒙,化纤,20251230
001373.SZ,001373,翔腾新材,江苏,元器件,20230601
001376.SZ,001376,百通能源,江西,供气供热,20231103
001378.SZ,001378,德冠新材,广东,塑料,20231030
001379.SZ,001379,腾达科技,山东,机械基件,20240119
001380.SZ,001380,华纬科技,浙江,汽车配件,20230516
001382.SZ,001382,新亚电缆,广东,电气设备,20250321
001386.SZ,001386,马可波罗,广东,家居用品,20251022
001387.SZ,001387,雪祺电气,安徽,家用电器,20240111
001388.SZ,001388,信通电子,山东,电气设备,20250701
001389.SZ,001389,广合科技,广东,元器件,20240402
001390.SZ,001390,古麒绒材,安徽,纺织,20250529
001391.SZ,001391,国货航,北京,仓储物流,20241230
001395.SZ,001395,亚联机械,吉林,专用机械,20250127
001396.SZ,001396,誉帆科技,上海,建筑工程,20251230
001400.SZ,001400,江顺科技,江苏,专用机械,20250424
001696.SZ,001696,宗申动力,重庆,摩托车,19970306
001872.SZ,001872,招商港口,深圳,港口,19930505
001896.SZ,001896,豫能控股,河南,火力发电,19980122
001914.SZ,001914,招商积余,深圳,房产服务,19940928
001965.SZ,001965,招商公路,天津,路桥,20171225
001979.SZ,001979,招商蛇口,深圳,全国地产,20151230
002001.SZ,002001,新和成,浙江,化学制药,20040625
002003.SZ,002003,伟星股份,浙江,服饰,20040625
002004.SZ,002004,华邦健康,重庆,农药化肥,20040625
002005.SZ,002005,ST德豪,安徽,家用电器,20040625
002006.SZ,002006,精工科技,浙江,专用机械,20040625
002007.SZ,002007,华兰生物,河南,生物制药,20040625
002008.SZ,002008,大族激光,深圳,专用机械,20040625
002009.SZ,002009,天奇股份,江苏,工程机械,20040629
002010.SZ,002010,传化智联,浙江,仓储物流,20040629
002011.SZ,002011,盾安环境,浙江,家用电器,20040705
002012.SZ,002012,凯恩股份,浙江,造纸,20040705
002014.SZ,002014,永新股份,安徽,塑料,20040708
002015.SZ,002015,协鑫能科,江苏,新型电力,20040708
002016.SZ,002016,世荣兆业,广东,区域地产,20040708
002017.SZ,002017,东信和平,广东,通信设备,20040713
002019.SZ,002019,亿帆医药,浙江,化学制药,20040713
002020.SZ,002020,京新药业,浙江,化学制药,20040715
002021.SZ,002021,中捷资源,浙江,纺织机械,20040715
002022.SZ,002022,科华生物,上海,医疗保健,20040721
002023.SZ,002023,海特高新,四川,航空,20040721
002024.SZ,002024,ST易购,江苏,电器连锁,20040721
002025.SZ,002025,航天电器,贵州,元器件,20040726
002026.SZ,002026,山东威达,山东,机械基件,20040727
002027.SZ,002027,分众传媒,上海,广告包装,20040804
002028.SZ,002028,思源电气,上海,电气设备,20040805
002029.SZ,002029,七匹狼,福建,服饰,20040806
002030.SZ,002030,达安基因,广东,医疗保健,20040809
002031.SZ,002031,巨轮智能,广东,汽车配件,20040816
002032.SZ,002032,苏泊尔,浙江,家用电器,20040817
002033.SZ,002033,丽江股份,云南,旅游景点,20040825
002034.SZ,002034,旺能环境,浙江,环境保护,20040826
002035.SZ,002035,华帝股份,广东,家用电器,20040901
002036.SZ,002036,联创电子,江西,元器件,20040903
002037.SZ,002037,保利联合,贵州,化工原料,20040908
002038.SZ,002038,双鹭药业,北京,生物制药,20040909
002039.SZ,002039,黔源电力,贵州,水力发电,20050303
002040.SZ,002040,南京港,江苏,港口,20050325
002041.SZ,002041,登海种业,山东,种植业,20050418
002042.SZ,002042,华孚时尚,安徽,纺织,20050427
002043.SZ,002043,兔宝宝,浙江,其他建材,20050510
002044.SZ,002044,美年健康,浙江,医疗保健,20050518
002045.SZ,002045,国光电器,广东,元器件,20050523
002046.SZ,002046,国机精工,河南,机械基件,20050526
002047.SZ,002047,*ST宝鹰,深圳,装修装饰,20050531
002048.SZ,002048,宁波华翔,浙江,汽车配件,20050603
002049.SZ,002049,紫光国微,河北,半导体,20050606
002050.SZ,002050,三花智控,浙江,家用电器,20050607
002051.SZ,002051,中工国际,北京,建筑工程,20060619
002052.SZ,002052,同洲电子,深圳,家用电器,20060627
002053.SZ,002053,云南能投,云南,新型电力,20060627
002054.SZ,002054,德美化工,广东,染料涂料,20060725
002055.SZ,002055,ST得润,深圳,元器件,20060725
002056.SZ,002056,横店东磁,浙江,电气设备,20060802
002057.SZ,002057,中钢天源,安徽,矿物制品,20060802
002058.SZ,002058,*ST威尔,上海,电气设备,20060802
002059.SZ,002059,云南旅游,云南,旅游景点,20060810
002060.SZ,002060,广东建工,广东,建筑工程,20060810
002061.SZ,002061,浙江交科,浙江,建筑工程,20060816
002062.SZ,002062,宏润建设,浙江,建筑工程,20060816
002063.SZ,002063,远光软件,广东,软件服务,20060823
002064.SZ,002064,华峰化学,浙江,化纤,20060823
002065.SZ,002065,东华软件,北京,软件服务,20060823
002066.SZ,002066,瑞泰科技,北京,其他建材,20060823
002067.SZ,002067,景兴纸业,浙江,造纸,20060915
002068.SZ,002068,黑猫股份,江西,化工原料,20060915
002069.SZ,002069,獐子岛,辽宁,渔业,20060928
002072.SZ,002072,凯瑞德,湖北,商贸代理,20061018
002073.SZ,002073,软控股份,山东,专用机械,20061018
002074.SZ,002074,国轩高科,安徽,电气设备,20061018
002075.SZ,002075,沙钢股份,江苏,特种钢,20061025
002076.SZ,002076,*ST星光,广东,家用电器,20061025
002077.SZ,002077,大港股份,江苏,半导体,20061116
002078.SZ,002078,太阳纸业,山东,造纸,20061116
002079.SZ,002079,苏州固锝,江苏,电气设备,20061116
002080.SZ,002080,中材科技,江苏,玻璃,20061120
002081.SZ,002081,金螳螂,江苏,装修装饰,20061120
002082.SZ,002082,万邦德,浙江,中成药,20061120
002083.SZ,002083,孚日股份,山东,纺织,20061124
002084.SZ,002084,海鸥住工,广东,家居用品,20061124
002085.SZ,002085,万丰奥威,浙江,汽车配件,20061128
002086.SZ,002086,东方海洋,山东,渔业,20061128
002088.SZ,002088,鲁阳节能,山东,矿物制品,20061130
002090.SZ,002090,金智科技,江苏,电气设备,20061208
002091.SZ,002091,江苏国泰,江苏,商贸代理,20061208
002092.SZ,002092,中泰化学,新疆,化工原料,20061208
002093.SZ,002093,国脉科技,福建,文教休闲,20061215
002094.SZ,002094,青岛金王,山东,日用化工,20061215
002095.SZ,002095,生意宝,浙江,互联网,20061215
002096.SZ,002096,易普力,湖南,化工原料,20061222
002097.SZ,002097,山河智能,湖南,工程机械,20061222
002098.SZ,002098,浔兴股份,福建,服饰,20061222
002099.SZ,002099,海翔药业,浙江,化学制药,20061226
002100.SZ,002100,天康生物,新疆,饲料,20061226
002101.SZ,002101,广东鸿图,广东,汽车配件,20061229
002102.SZ,002102,能特科技,湖北,化学制药,20061229
002103.SZ,002103,广博股份,浙江,文教休闲,20070110
002104.SZ,002104,恒宝股份,江苏,通信设备,20070110
002105.SZ,002105,信隆健康,深圳,摩托车,20070112
002106.SZ,002106,莱宝高科,深圳,元器件,20070112
002107.SZ,002107,沃华医药,山东,中成药,20070124
002108.SZ,002108,沧州明珠,河北,塑料,20070124
002109.SZ,002109,兴化股份,陕西,化工原料,20070126
002110.SZ,002110,三钢闽光,福建,普钢,20070126
002111.SZ,002111,威海广泰,山东,航空,20070126
002112.SZ,002112,三变科技,浙江,电气设备,20070208
002114.SZ,002114,罗平锌电,云南,铅锌,20070215
002115.SZ,002115,三维通信,浙江,互联网,20070215
002116.SZ,002116,中国海诚,上海,建筑工程,20070215
002117.SZ,002117,东港股份,山东,广告包装,20070302
002119.SZ,002119,康强电子,浙江,半导体,20070302
002120.SZ,002120,韵达股份,浙江,仓储物流,20070306
002121.SZ,002121,科陆电子,深圳,电器仪表,20070306
002122.SZ,002122,ST汇洲,浙江,机床制造,20070328
002123.SZ,002123,梦网科技,辽宁,互联网,20070328
002124.SZ,002124,天邦食品,浙江,农业综合,20070403
002125.SZ,002125,湘潭电化,湖南,化工原料,20070403
002126.SZ,002126,银轮股份,浙江,汽车配件,20070418
002127.SZ,002127,南极电商,江苏,互联网,20070418
002128.SZ,002128,电投能源,内蒙,煤炭开采,20070418
002129.SZ,002129,TCL中环,天津,电气设备,20070420
002130.SZ,002130,沃尔核材,深圳,电气设备,20070420
002131.SZ,002131,利欧股份,浙江,互联网,20070427
002132.SZ,002132,恒星科技,河南,钢加工,20070427
002133.SZ,002133,广宇集团,浙江,全国地产,20070427
002134.SZ,002134,天津普林,天津,元器件,20070516
002135.SZ,002135,东南网架,浙江,钢加工,20070530
002136.SZ,002136,安纳达,安徽,化工原料,20070530
002137.SZ,002137,实益达,深圳,元器件,20070613
002138.SZ,002138,顺络电子,深圳,元器件,20070613
002139.SZ,002139,拓邦股份,深圳,元器件,20070629
002140.SZ,002140,东华科技,安徽,建筑工程,20070712
002141.SZ,002141,贤丰控股,广东,农业综合,20070720
002142.SZ,002142,宁波银行,浙江,银行,20070719
002144.SZ,002144,宏达高科,浙江,纺织,20070803
002145.SZ,002145,钛能化学,甘肃,化工原料,20070803
002146.SZ,002146,荣盛发展,河北,全国地产,20070808
002148.SZ,002148,北纬科技,北京,互联网,20070810
002149.SZ,002149,西部材料,陕西,小金属,20070810
002150.SZ,002150,正泰电源,江苏,机械基件,20070810
002151.SZ,002151,北斗星通,北京,通信设备,20070813
002152.SZ,002152,广电运通,广东,IT设备,20070813
002153.SZ,002153,石基信息,北京,软件服务,20070813
002154.SZ,002154,报喜鸟,浙江,服饰,20070816
002155.SZ,002155,湖南黄金,湖南,黄金,20070816
002156.SZ,002156,通富微电,江苏,半导体,20070816
002157.SZ,002157,正邦科技,江西,农业综合,20070817
002158.SZ,002158,汉钟精机,上海,工程机械,20070817
002159.SZ,002159,三特索道,湖北,旅游服务,20070817
002160.SZ,002160,常铝股份,江苏,铝,20070821
002161.SZ,002161,远望谷,深圳,通信设备,20070821
002162.SZ,002162,悦心健康,上海,陶瓷,20070823
002163.SZ,002163,海南发展,深圳,装修装饰,20070823
002164.SZ,002164,宁波东力,浙江,机械基件,20070823
002165.SZ,002165,红宝丽,江苏,化工原料,20070913
002166.SZ,002166,莱茵生物,广西,中成药,20070913
002167.SZ,002167,东方锆业,广东,小金属,20070913
002168.SZ,002168,*ST惠程,重庆,电气设备,20070919
002169.SZ,002169,智光电气,广东,电气设备,20070919
002170.SZ,002170,芭田股份,深圳,农药化肥,20070919
002171.SZ,002171,楚江新材,安徽,铜,20070921
002172.SZ,002172,澳洋健康,江苏,医疗保健,20070921
002173.SZ,002173,创新医疗,浙江,医疗保健,20070925
002174.SZ,002174,游族网络,福建,互联网,20070925
002175.SZ,002175,东方智造,广西,电器仪表,20071012
002176.SZ,002176,江特电机,江西,小金属,20071012
002177.SZ,002177,御银股份,广东,其他商业,20071101
002178.SZ,002178,延华智能,上海,软件服务,20071101
002179.SZ,002179,中航光电,河南,元器件,20071101
002180.SZ,002180,纳思达,广东,IT设备,20071113
002181.SZ,002181,粤传媒,广东,出版业,20071116
002182.SZ,002182,宝武镁业,江苏,小金属,20071113
002183.SZ,002183,怡亚通,深圳,仓储物流,20071113
002184.SZ,002184,海得控制,上海,机械基件,20071116
002185.SZ,002185,华天科技,甘肃,半导体,20071120
002186.SZ,002186,全聚德,北京,酒店餐饮,20071120
002187.SZ,002187,广百股份,广东,百货,20071122
002188.SZ,002188,中天服务,浙江,房产服务,20071122
002189.SZ,002189,中光学,河南,元器件,20071203
002190.SZ,002190,成飞集成,四川,汽车配件,20071203
002191.SZ,002191,劲嘉股份,深圳,广告包装,20071205
002192.SZ,002192,融捷股份,广东,小金属,20071205
002193.SZ,002193,如意集团,山东,纺织,20071207
002194.SZ,002194,武汉凡谷,湖北,通信设备,20071207
002195.SZ,002195,岩山科技,上海,软件服务,20071212
002196.SZ,002196,方正电机,浙江,纺织机械,20071212
002197.SZ,002197,证通电子,深圳,IT设备,20071218
002198.SZ,002198,嘉应制药,广东,中成药,20071218
002199.SZ,002199,*ST东晶,浙江,元器件,20071221
002200.SZ,002200,*ST交投,云南,建筑工程,20071221
002201.SZ,002201,九鼎新材,江苏,玻璃,20071226
002202.SZ,002202,金风科技,新疆,电气设备,20071226
002203.SZ,002203,海亮股份,浙江,铜,20080116
002204.SZ,002204,大连重工,辽宁,专用机械,20080116
002205.SZ,002205,国统股份,新疆,水泥,20080123
002206.SZ,002206,海利得,浙江,化纤,20080123
002207.SZ,002207,准油股份,新疆,石油开采,20080128
002208.SZ,002208,合肥城建,安徽,区域地产,20080128
002209.SZ,002209,达意隆,广东,轻工机械,20080130
002210.SZ,002210,飞马国际,深圳,环境保护,20080130
002211.SZ,002211,ST宏达,上海,橡胶,20080201
002212.SZ,002212,天融信,广东,软件服务,20080201
002213.SZ,002213,大为股份,深圳,半导体,20080201
002214.SZ,002214,*ST大立,浙江,电器仪表,20080218
002215.SZ,002215,诺普信,深圳,农药化肥,20080218
002216.SZ,002216,三全食品,河南,食品,20080220
002217.SZ,002217,合力泰,福建,元器件,20080220
002218.SZ,002218,拓日新能,深圳,新型电力,20080228
002219.SZ,002219,新里程,甘肃,医疗保健,20080306
002221.SZ,002221,东华能源,广东,石油加工,20080306
002222.SZ,002222,福晶科技,福建,元器件,20080319
002223.SZ,002223,鱼跃医疗,江苏,医疗保健,20080418
002224.SZ,002224,三力士,浙江,橡胶,20080425
002225.SZ,002225,濮耐股份,河南,其他建材,20080425
002226.SZ,002226,江南化工,安徽,化工原料,20080506
002227.SZ,002227,奥特迅,深圳,电气设备,20080506
002228.SZ,002228,合兴包装,福建,广告包装,20080508
002229.SZ,002229,鸿博股份,福建,广告包装,20080508
002230.SZ,002230,科大讯飞,安徽,软件服务,20080512
002232.SZ,002232,启明信息,吉林,软件服务,20080509
002233.SZ,002233,塔牌集团,广东,水泥,20080516
002234.SZ,002234,民和股份,山东,农业综合,20080516
002235.SZ,002235,安妮股份,福建,造纸,20080516
002236.SZ,002236,大华股份,浙江,IT设备,20080520
002237.SZ,002237,恒邦股份,山东,黄金,20080520
002238.SZ,002238,天威视讯,深圳,影视音像,20080526
002239.SZ,002239,奥特佳,江苏,汽车配件,20080522
002240.SZ,002240,盛新锂能,四川,小金属,20080523
002241.SZ,002241,歌尔股份,山东,元器件,20080522
002242.SZ,002242,九阳股份,山东,家用电器,20080528
002243.SZ,002243,力合科创,深圳,广告包装,20080528
002244.SZ,002244,滨江集团,浙江,区域地产,20080529
002245.SZ,002245,蔚蓝锂芯,江苏,电气设备,20080605
002246.SZ,002246,北化股份,四川,化工原料,20080605
002247.SZ,002247,聚力文化,浙江,其他建材,20080612
002248.SZ,002248,华东数控,山东,机床制造,20080612
002249.SZ,002249,大洋电机,广东,电气设备,20080619
002250.SZ,002250,联化科技,浙江,化工原料,20080619
002251.SZ,002251,步步高,湖南,超市连锁,20080619
002252.SZ,002252,上海莱士,上海,生物制药,20080623
002253.SZ,002253,*ST智胜,四川,软件服务,20080623
002254.SZ,002254,泰和新材,山东,化纤,20080625
002255.SZ,002255,海陆重工,江苏,专用机械,20080625
002256.SZ,002256,兆新股份,深圳,新型电力,20080625
002258.SZ,002258,利尔化学,四川,农药化肥,20080708
002259.SZ,002259,升达林业,四川,供气供热,20080716
002261.SZ,002261,拓维信息,湖南,软件服务,20080723
002262.SZ,002262,恩华药业,江苏,化学制药,20080723
002263.SZ,002263,大东南,浙江,塑料,20080728
002264.SZ,002264,新华都,福建,互联网,20080731
002265.SZ,002265,建设工业,云南,专用机械,20080806
002266.SZ,002266,浙富控股,浙江,环境保护,20080806
002267.SZ,002267,陕天然气,陕西,供气供热,20080813
002268.SZ,002268,电科网安,四川,IT设备,20080811
002269.SZ,002269,美邦服饰,上海,服饰,20080828
002270.SZ,002270,华明装备,山东,电气设备,20080905
002271.SZ,002271,东方雨虹,北京,其他建材,20080910
002272.SZ,002272,川润股份,四川,机械基件,20080919
002273.SZ,002273,水晶光电,浙江,元器件,20080919
002274.SZ,002274,华昌化工,江苏,农药化肥,20080925
002275.SZ,002275,桂林三金,广西,中成药,20090710
002276.SZ,002276,万马股份,浙江,电气设备,20090710
002277.SZ,002277,友阿股份,湖南,百货,20090717
002278.SZ,002278,神开股份,上海,化工机械,20090811
002279.SZ,002279,久其软件,北京,软件服务,20090811
002281.SZ,002281,光迅科技,湖北,通信设备,20090821
002282.SZ,002282,博深股份,河北,机械基件,20090821
002283.SZ,002283,天润工业,山东,汽车配件,20090821
002284.SZ,002284,亚太股份,浙江,汽车配件,20090828
002285.SZ,002285,世联行,深圳,房产服务,20090828
002286.SZ,002286,保龄宝,山东,食品,20090828
002287.SZ,002287,奇正藏药,西藏,中成药,20090828
002289.SZ,002289,*ST宇顺,深圳,元器件,20090903
